dataset,prop_budget,beta0,rho,gamma,tau,seed,mean_width,coverage
mmlu-pro,0.15,1.0,0.05,0.0,0.75,82,0.024176064878702164,0.9498418436511523
mmlu-pro,0.15,1.0,0.05,0.0,0.75,83,0.024205243214964867,0.9543605964753729
mmlu-pro,0.15,1.0,0.05,0.0,0.75,84,0.024180525913834572,0.9444193402620877
mmlu-pro,0.15,1.0,0.05,0.0,0.75,85,0.024211490526795387,0.9602349751468595
mmlu-pro,0.15,1.0,0.05,0.0,0.75,86,0.024206645786762238,0.9570718481699051
mmlu-pro,0.15,1.0,0.05,0.0,0.75,87,0.02421734109520912,0.9498418436511523
mmlu-pro,0.15,1.0,0.05,0.0,0.75,88,0.02416178025305271,0.94713059195662
mmlu-pro,0.15,1.0,0.05,0.0,0.75,89,0.024164440110325813,0.9462268413917759
mmlu-pro,0.15,1.0,0.05,0.0,0.75,90,0.02417995035648346,0.9385449615906011
mmlu-pro,0.15,1.0,0.05,0.0,0.75,91,0.02416992373764515,0.9507455942159965
mmlu-pro,0.15,1.0,0.05,0.0,0.75,92,0.0242000762373209,0.947582467239042
mmlu-pro,0.15,1.0,0.05,0.0,0.75,93,0.024208053946495056,0.947582467239042
mmlu-pro,0.15,1.0,0.05,0.0,0.75,94,0.024192847311496735,0.9439674649796657
mmlu-pro,0.15,1.0,0.05,0.0,0.75,95,0.024189986288547516,0.947582467239042
mmlu-pro,0.15,1.0,0.05,0.0,0.75,96,0.02418983355164528,0.94713059195662
mmlu-pro,0.15,1.0,0.05,0.0,0.75,97,0.024169007316231728,0.9521012200632626
mmlu-pro,0.15,1.0,0.05,0.0,0.75,98,0.024189520627260208,0.9408043380027112
mmlu-pro,0.15,1.0,0.05,0.0,0.75,99,0.024159125983715057,0.9498418436511523
mmlu-pro,0.175,1.0,0.0,0.0,0.75,0,0.02209426648914814,0.9548124717577949
mmlu-pro,0.175,1.0,0.0,0.0,0.75,1,0.02211361564695835,0.9511974694984184
mmlu-pro,0.175,1.0,0.0,0.0,0.75,2,0.02208119072020054,0.9570718481699051
mmlu-pro,0.175,1.0,0.0,0.0,0.75,3,0.022084135562181473,0.9421599638499775
mmlu-pro,0.175,1.0,0.0,0.0,0.75,4,0.02210913598537445,0.9584274740171713
mmlu-pro,0.175,1.0,0.0,0.0,0.75,5,0.02208002842962742,0.9489380930863082
mmlu-pro,0.175,1.0,0.0,0.0,0.75,6,0.022114062681794167,0.9543605964753729
mmlu-pro,0.175,1.0,0.0,0.0,0.75,7,0.022114014253020287,0.9408043380027112
mmlu-pro,0.175,1.0,0.0,0.0,0.75,8,0.0221081729978323,0.9480343425214641
mmlu-pro,0.175,1.0,0.0,0.0,0.75,9,0.02208765037357807,0.956168097605061
mmlu-pro,0.175,1.0,0.0,0.0,0.75,10,0.02208174206316471,0.9525530953456847
mmlu-pro,0.175,1.0,0.0,0.0,0.75,11,0.02210971713066101,0.9376412110257569
mmlu-pro,0.175,1.0,0.0,0.0,0.75,12,0.022084848955273628,0.9507455942159965
mmlu-pro,0.175,1.0,0.0,0.0,0.75,13,0.022098781540989876,0.9493899683687302
mmlu-pro,0.175,1.0,0.0,0.0,0.75,14,0.022092850878834724,0.9539087211929508
mmlu-pro,0.175,1.0,0.0,0.0,0.75,15,0.02209072932600975,0.9493899683687302
mmlu-pro,0.175,1.0,0.0,0.0,0.75,16,0.022085214033722878,0.9421599638499775
mmlu-pro,0.175,1.0,0.0,0.0,0.75,17,0.022102203220129013,0.9489380930863082
mmlu-pro,0.175,1.0,0.0,0.0,0.75,18,0.022065216675400734,0.9521012200632626
mmlu-pro,0.175,1.0,0.0,0.0,0.75,19,0.022111665457487106,0.9507455942159965
mmlu-pro,0.175,1.0,0.0,0.0,0.75,20,0.022099711000919342,0.9462268413917759
mmlu-pro,0.175,1.0,0.0,0.0,0.75,21,0.022104740142822266,0.9516493447808405
mmlu-pro,0.175,1.0,0.0,0.0,0.75,22,0.022124312818050385,0.9539087211929508
mmlu-pro,0.175,1.0,0.0,0.0,0.75,23,0.02208559215068817,0.9439674649796657
mmlu-pro,0.175,1.0,0.0,0.0,0.75,24,0.02210446260869503,0.9534568459105287
mmlu-pro,0.175,1.0,0.0,0.0,0.75,25,0.02211877331137657,0.9507455942159965
mmlu-pro,0.175,1.0,0.0,0.0,0.75,26,0.022095927968621254,0.9489380930863082
mmlu-pro,0.175,1.0,0.0,0.0,0.75,27,0.022099683061242104,0.9507455942159965
mmlu-pro,0.175,1.0,0.0,0.0,0.75,28,0.022096822038292885,0.9521012200632626
mmlu-pro,0.175,1.0,0.0,0.0,0.75,29,0.022120416164398193,0.9507455942159965
mmlu-pro,0.175,1.0,0.0,0.0,0.75,30,0.022124668583273888,0.9498418436511523
mmlu-pro,0.175,1.0,0.0,0.0,0.75,31,0.022122498601675034,0.9457749661093539
mmlu-pro,0.175,1.0,0.0,0.0,0.75,32,0.02212611213326454,0.9530049706281066
mmlu-pro,0.175,1.0,0.0,0.0,0.75,33,0.02210330218076706,0.9570718481699051
mmlu-pro,0.175,1.0,0.0,0.0,0.75,34,0.022115448489785194,0.9516493447808405
mmlu-pro,0.175,1.0,0.0,0.0,0.75,35,0.02211451157927513,0.9412562132851333
mmlu-pro,0.175,1.0,0.0,0.0,0.75,36,0.022086534649133682,0.9480343425214641
mmlu-pro,0.175,1.0,0.0,0.0,0.75,37,0.02210240438580513,0.9498418436511523
mmlu-pro,0.175,1.0,0.0,0.0,0.75,38,0.02211216278374195,0.9417080885675554
mmlu-pro,0.175,1.0,0.0,0.0,0.75,39,0.022136295214295387,0.9484862178038862
mmlu-pro,0.175,1.0,0.0,0.0,0.75,40,0.022114556282758713,0.9430637144148215
mmlu-pro,0.175,1.0,0.0,0.0,0.75,41,0.02209932915866375,0.9448712155445097
mmlu-pro,0.175,1.0,0.0,0.0,0.75,42,0.022119002416729927,0.9444193402620877
mmlu-pro,0.175,1.0,0.0,0.0,0.75,43,0.02210278809070587,0.9457749661093539
mmlu-pro,0.175,1.0,0.0,0.0,0.75,44,0.02210456132888794,0.9552643470402169
mmlu-pro,0.175,1.0,0.0,0.0,0.75,45,0.022103311493992805,0.9539087211929508
mmlu-pro,0.175,1.0,0.0,0.0,0.75,46,0.02209288440644741,0.9507455942159965
mmlu-pro,0.175,1.0,0.0,0.0,0.75,47,0.022082403302192688,0.9489380930863082
mmlu-pro,0.175,1.0,0.0,0.0,0.75,48,0.022098490968346596,0.9502937189335744
mmlu-pro,0.175,1.0,0.0,0.0,0.75,49,0.022114068269729614,0.9525530953456847
mmlu-pro,0.175,1.0,0.0,0.0,0.75,50,0.0221067164093256,0.9530049706281066
mmlu-pro,0.175,1.0,0.0,0.0,0.75,51,0.02209191955626011,0.94713059195662
mmlu-pro,0.175,1.0,0.0,0.0,0.75,52,0.022110918536782265,0.9421599638499775
mmlu-pro,0.175,1.0,0.0,0.0,0.75,53,0.022096550092101097,0.9421599638499775
mmlu-pro,0.175,1.0,0.0,0.0,0.75,54,0.022134659811854362,0.9448712155445097
mmlu-pro,0.175,1.0,0.0,0.0,0.75,55,0.022120505571365356,0.9412562132851333
mmlu-pro,0.175,1.0,0.0,0.0,0.75,56,0.0221099816262722,0.9484862178038862
mmlu-pro,0.175,1.0,0.0,0.0,0.75,57,0.022099213674664497,0.9493899683687302
mmlu-pro,0.175,1.0,0.0,0.0,0.75,58,0.022118134424090385,0.9462268413917759
mmlu-pro,0.175,1.0,0.0,0.0,0.75,59,0.02208884060382843,0.9426118391323995
mmlu-pro,0.175,1.0,0.0,0.0,0.75,60,0.0220975112169981,0.9593312245820154
mmlu-pro,0.175,1.0,0.0,0.0,0.75,61,0.022076373919844627,0.955716222322639
mmlu-pro,0.175,1.0,0.0,0.0,0.75,62,0.02210775390267372,0.9457749661093539
mmlu-pro,0.175,1.0,0.0,0.0,0.75,63,0.022120816633105278,0.9480343425214641
mmlu-pro,0.175,1.0,0.0,0.0,0.75,64,0.022105664014816284,0.9493899683687302
mmlu-pro,0.175,1.0,0.0,0.0,0.75,65,0.022106075659394264,0.94713059195662
mmlu-pro,0.175,1.0,0.0,0.0,0.75,66,0.022106939926743507,0.9480343425214641
mmlu-pro,0.175,1.0,0.0,0.0,0.75,67,0.022097084671258926,0.9493899683687302
mmlu-pro,0.175,1.0,0.0,0.0,0.75,68,0.02212243713438511,0.9543605964753729
mmlu-pro,0.175,1.0,0.0,0.0,0.75,69,0.022088078781962395,0.9548124717577949
mmlu-pro,0.175,1.0,0.0,0.0,0.75,70,0.02210431732237339,0.9457749661093539
mmlu-pro,0.175,1.0,0.0,0.0,0.75,71,0.022114600986242294,0.9493899683687302
mmlu-pro,0.175,1.0,0.0,0.0,0.75,72,0.022113975137472153,0.9367374604609128
mmlu-pro,0.175,1.0,0.0,0.0,0.75,73,0.0221343282610178,0.956168097605061
mmlu-pro,0.175,1.0,0.0,0.0,0.75,74,0.02210782840847969,0.9457749661093539
mmlu-pro,0.175,1.0,0.0,0.0,0.75,75,0.022094396874308586,0.946678716674198
mmlu-pro,0.175,1.0,0.0,0.0,0.75,76,0.022140024229884148,0.9534568459105287
mmlu-pro,0.175,1.0,0.0,0.0,0.75,77,0.022095827385783195,0.9530049706281066
mmlu-pro,0.175,1.0,0.0,0.0,0.75,78,0.022104991599917412,0.956168097605061
mmlu-pro,0.175,1.0,0.0,0.0,0.75,79,0.0221007838845253,0.9552643470402169
mmlu-pro,0.175,1.0,0.0,0.0,0.75,80,0.022091740742325783,0.9575237234523272
mmlu-pro,0.175,1.0,0.0,0.0,0.75,81,0.022078434005379677,0.9453230908269318
mmlu-pro,0.175,1.0,0.0,0.0,0.75,82,0.02208814024925232,0.9493899683687302
mmlu-pro,0.175,1.0,0.0,0.0,0.75,83,0.02211359702050686,0.9502937189335744
mmlu-pro,0.175,1.0,0.0,0.0,0.75,84,0.02209441550076008,0.946678716674198
mmlu-pro,0.175,1.0,0.0,0.0,0.75,85,0.022131016477942467,0.955716222322639
mmlu-pro,0.175,1.0,0.0,0.0,0.75,86,0.02211606316268444,0.956168097605061
mmlu-pro,0.175,1.0,0.0,0.0,0.75,87,0.022126667201519012,0.9602349751468595
mmlu-pro,0.175,1.0,0.0,0.0,0.75,88,0.022077957168221474,0.9521012200632626
mmlu-pro,0.175,1.0,0.0,0.0,0.75,89,0.02208651602268219,0.9484862178038862
mmlu-pro,0.175,1.0,0.0,0.0,0.75,90,0.02208971232175827,0.9417080885675554
mmlu-pro,0.175,1.0,0.0,0.0,0.75,91,0.022089816629886627,0.9570718481699051
mmlu-pro,0.175,1.0,0.0,0.0,0.75,92,0.022114532068371773,0.9498418436511523
mmlu-pro,0.175,1.0,0.0,0.0,0.75,93,0.022127119824290276,0.9548124717577949
mmlu-pro,0.175,1.0,0.0,0.0,0.75,94,0.022105416283011436,0.9457749661093539
mmlu-pro,0.175,1.0,0.0,0.0,0.75,95,0.022114593535661697,0.9462268413917759
mmlu-pro,0.175,1.0,0.0,0.0,0.75,96,0.02208843268454075,0.9417080885675554
mmlu-pro,0.175,1.0,0.0,0.0,0.75,97,0.02210034616291523,0.9498418436511523
mmlu-pro,0.175,1.0,0.0,0.0,0.75,98,0.022103823721408844,0.9448712155445097
mmlu-pro,0.175,1.0,0.0,0.0,0.75,99,0.022074805572628975,0.955716222322639
mmlu-pro,0.2,1.0,0.0,0.0,0.75,0,0.020440444350242615,0.956168097605061
mmlu-pro,0.2,1.0,0.0,0.0,0.75,1,0.020458245649933815,0.9534568459105287
mmlu-pro,0.2,1.0,0.0,0.0,0.75,2,0.02043779566884041,0.9530049706281066
mmlu-pro,0.2,1.0,0.0,0.0,0.75,3,0.02043347992002964,0.9462268413917759
mmlu-pro,0.2,1.0,0.0,0.0,0.75,4,0.020461926236748695,0.9593312245820154
mmlu-pro,0.2,1.0,0.0,0.0,0.75,5,0.02042938396334648,0.9493899683687302
mmlu-pro,0.2,1.0,0.0,0.0,0.75,6,0.020457599312067032,0.9525530953456847
mmlu-pro,0.2,1.0,0.0,0.0,0.75,7,0.02045796811580658,0.9448712155445097
mmlu-pro,0.2,1.0,0.0,0.0,0.75,8,0.020452745258808136,0.9453230908269318
mmlu-pro,0.2,1.0,0.0,0.0,0.75,9,0.020439261570572853,0.9534568459105287
mmlu-pro,0.2,1.0,0.0,0.0,0.75,10,0.02043045498430729,0.9453230908269318
mmlu-pro,0.2,1.0,0.0,0.0,0.75,11,0.02045702002942562,0.9453230908269318
mmlu-pro,0.2,1.0,0.0,0.0,0.75,12,0.02043108269572258,0.9552643470402169
mmlu-pro,0.2,1.0,0.0,0.0,0.75,13,0.02044364996254444,0.946678716674198
mmlu-pro,0.2,1.0,0.0,0.0,0.75,14,0.02044357731938362,0.9502937189335744
mmlu-pro,0.2,1.0,0.0,0.0,0.75,15,0.020440949127078056,0.94713059195662
mmlu-pro,0.2,1.0,0.0,0.0,0.75,16,0.020437074825167656,0.9489380930863082
mmlu-pro,0.2,1.0,0.0,0.0,0.75,17,0.020451689139008522,0.947582467239042
mmlu-pro,0.2,1.0,0.0,0.0,0.75,18,0.020417477935552597,0.9525530953456847
mmlu-pro,0.2,1.0,0.0,0.0,0.75,19,0.02045506052672863,0.9493899683687302
mmlu-pro,0.2,1.0,0.0,0.0,0.75,20,0.020443659275770187,0.9511974694984184
mmlu-pro,0.2,1.0,0.0,0.0,0.75,21,0.020455891266465187,0.9548124717577949
mmlu-pro,0.2,1.0,0.0,0.0,0.75,22,0.020465904846787453,0.9521012200632626
mmlu-pro,0.2,1.0,0.0,0.0,0.75,23,0.020440723747015,0.9462268413917759
mmlu-pro,0.2,1.0,0.0,0.0,0.75,24,0.02045012079179287,0.9548124717577949
mmlu-pro,0.2,1.0,0.0,0.0,0.75,25,0.020463617518544197,0.9543605964753729
mmlu-pro,0.2,1.0,0.0,0.0,0.75,26,0.020445508882403374,0.9493899683687302
mmlu-pro,0.2,1.0,0.0,0.0,0.75,27,0.020441947504878044,0.9552643470402169
mmlu-pro,0.2,1.0,0.0,0.0,0.75,28,0.02044539339840412,0.9534568459105287
mmlu-pro,0.2,1.0,0.0,0.0,0.75,29,0.020464999601244926,0.9552643470402169
mmlu-pro,0.2,1.0,0.0,0.0,0.75,30,0.020458422601222992,0.9498418436511523
mmlu-pro,0.2,1.0,0.0,0.0,0.75,31,0.020469648763537407,0.9511974694984184
mmlu-pro,0.2,1.0,0.0,0.0,0.75,32,0.020472019910812378,0.9502937189335744
mmlu-pro,0.2,1.0,0.0,0.0,0.75,33,0.020444776862859726,0.9480343425214641
mmlu-pro,0.2,1.0,0.0,0.0,0.75,34,0.020457250997424126,0.9534568459105287
mmlu-pro,0.2,1.0,0.0,0.0,0.75,35,0.0204619150608778,0.9394487121554451
mmlu-pro,0.2,1.0,0.0,0.0,0.75,36,0.020439064130187035,0.9493899683687302
mmlu-pro,0.2,1.0,0.0,0.0,0.75,37,0.02044553868472576,0.946678716674198
mmlu-pro,0.2,1.0,0.0,0.0,0.75,38,0.020461183041334152,0.9448712155445097
mmlu-pro,0.2,1.0,0.0,0.0,0.75,39,0.020473184064030647,0.9430637144148215
mmlu-pro,0.2,1.0,0.0,0.0,0.75,40,0.020461803302168846,0.9399005874378672
mmlu-pro,0.2,1.0,0.0,0.0,0.75,41,0.02044495940208435,0.9421599638499775
mmlu-pro,0.2,1.0,0.0,0.0,0.75,42,0.020466525107622147,0.9412562132851333
mmlu-pro,0.2,1.0,0.0,0.0,0.75,43,0.020451372489333153,0.947582467239042
mmlu-pro,0.2,1.0,0.0,0.0,0.75,44,0.020449670031666756,0.9511974694984184
mmlu-pro,0.2,1.0,0.0,0.0,0.75,45,0.020444480702280998,0.9539087211929508
mmlu-pro,0.2,1.0,0.0,0.0,0.75,46,0.020444931462407112,0.9539087211929508
mmlu-pro,0.2,1.0,0.0,0.0,0.75,47,0.02043292112648487,0.9511974694984184
mmlu-pro,0.2,1.0,0.0,0.0,0.75,48,0.020450975745916367,0.9480343425214641
mmlu-pro,0.2,1.0,0.0,0.0,0.75,49,0.020455164834856987,0.9489380930863082
mmlu-pro,0.2,1.0,0.0,0.0,0.75,50,0.020457761362195015,0.9521012200632626
mmlu-pro,0.2,1.0,0.0,0.0,0.75,51,0.02043794095516205,0.9439674649796657
mmlu-pro,0.2,1.0,0.0,0.0,0.75,52,0.020449334755539894,0.9439674649796657
mmlu-pro,0.2,1.0,0.0,0.0,0.75,53,0.020442618057131767,0.9435155896972436
mmlu-pro,0.2,1.0,0.0,0.0,0.75,54,0.02048156037926674,0.9444193402620877
mmlu-pro,0.2,1.0,0.0,0.0,0.75,55,0.02046423964202404,0.9394487121554451
mmlu-pro,0.2,1.0,0.0,0.0,0.75,56,0.020456507802009583,0.9579755987347492
mmlu-pro,0.2,1.0,0.0,0.0,0.75,57,0.020448599010705948,0.9534568459105287
mmlu-pro,0.2,1.0,0.0,0.0,0.75,58,0.020462045446038246,0.9480343425214641
mmlu-pro,0.2,1.0,0.0,0.0,0.75,59,0.02044176682829857,0.9457749661093539
mmlu-pro,0.2,1.0,0.0,0.0,0.75,60,0.020443739369511604,0.9615906009941256
mmlu-pro,0.2,1.0,0.0,0.0,0.75,61,0.02042972855269909,0.9511974694984184
mmlu-pro,0.2,1.0,0.0,0.0,0.75,62,0.02045266516506672,0.9448712155445097
mmlu-pro,0.2,1.0,0.0,0.0,0.75,63,0.020466454327106476,0.9484862178038862
mmlu-pro,0.2,1.0,0.0,0.0,0.75,64,0.020449575036764145,0.947582467239042
mmlu-pro,0.2,1.0,0.0,0.0,0.75,65,0.020452085882425308,0.9444193402620877
mmlu-pro,0.2,1.0,0.0,0.0,0.75,66,0.02045137621462345,0.9484862178038862
mmlu-pro,0.2,1.0,0.0,0.0,0.75,67,0.0204498041421175,0.9530049706281066
mmlu-pro,0.2,1.0,0.0,0.0,0.75,68,0.020464638248085976,0.9570718481699051
mmlu-pro,0.2,1.0,0.0,0.0,0.75,69,0.02043219655752182,0.9552643470402169
mmlu-pro,0.2,1.0,0.0,0.0,0.75,70,0.02045571617782116,0.9457749661093539
mmlu-pro,0.2,1.0,0.0,0.0,0.75,71,0.020454062148928642,0.9511974694984184
mmlu-pro,0.2,1.0,0.0,0.0,0.75,72,0.02046455629169941,0.9371893357433349
mmlu-pro,0.2,1.0,0.0,0.0,0.75,73,0.020480303093791008,0.9521012200632626
mmlu-pro,0.2,1.0,0.0,0.0,0.75,74,0.02044922485947609,0.9462268413917759
mmlu-pro,0.2,1.0,0.0,0.0,0.75,75,0.020438237115740776,0.9521012200632626
mmlu-pro,0.2,1.0,0.0,0.0,0.75,76,0.020478731021285057,0.955716222322639
mmlu-pro,0.2,1.0,0.0,0.0,0.75,77,0.020450709387660027,0.9602349751468595
mmlu-pro,0.2,1.0,0.0,0.0,0.75,78,0.02045309729874134,0.9575237234523272
mmlu-pro,0.2,1.0,0.0,0.0,0.75,79,0.020452924072742462,0.9530049706281066
mmlu-pro,0.2,1.0,0.0,0.0,0.75,80,0.02044741064310074,0.9552643470402169
mmlu-pro,0.2,1.0,0.0,0.0,0.75,81,0.02043033204972744,0.9493899683687302
mmlu-pro,0.2,1.0,0.0,0.0,0.75,82,0.020439112558960915,0.9435155896972436
mmlu-pro,0.2,1.0,0.0,0.0,0.75,83,0.02046394906938076,0.9543605964753729
mmlu-pro,0.2,1.0,0.0,0.0,0.75,84,0.020441146567463875,0.9439674649796657
mmlu-pro,0.2,1.0,0.0,0.0,0.75,85,0.020473919808864594,0.955716222322639
mmlu-pro,0.2,1.0,0.0,0.0,0.75,86,0.020453451201319695,0.9498418436511523
mmlu-pro,0.2,1.0,0.0,0.0,0.75,87,0.020476559177041054,0.9593312245820154
mmlu-pro,0.2,1.0,0.0,0.0,0.75,88,0.020428750663995743,0.9502937189335744
mmlu-pro,0.2,1.0,0.0,0.0,0.75,89,0.020438572391867638,0.9511974694984184
mmlu-pro,0.2,1.0,0.0,0.0,0.75,90,0.020436977967619896,0.9462268413917759
mmlu-pro,0.2,1.0,0.0,0.0,0.75,91,0.020436348393559456,0.9507455942159965
mmlu-pro,0.2,1.0,0.0,0.0,0.75,92,0.02045874483883381,0.947582467239042
mmlu-pro,0.2,1.0,0.0,0.0,0.75,93,0.020469704642891884,0.9462268413917759
mmlu-pro,0.2,1.0,0.0,0.0,0.75,94,0.020452236756682396,0.9448712155445097
mmlu-pro,0.2,1.0,0.0,0.0,0.75,95,0.020456183701753616,0.9498418436511523
mmlu-pro,0.2,1.0,0.0,0.0,0.75,96,0.020435957238078117,0.9439674649796657
mmlu-pro,0.2,1.0,0.0,0.0,0.75,97,0.020449679344892502,0.9511974694984184
mmlu-pro,0.2,1.0,0.0,0.0,0.75,98,0.02044932171702385,0.9426118391323995
mmlu-pro,0.2,1.0,0.0,0.0,0.75,99,0.02043086849153042,0.9498418436511523
mmlu-pro,0.225,1.0,0.0,0.0,0.75,0,0.019093360751867294,0.9534568459105287
mmlu-pro,0.225,1.0,0.0,0.0,0.75,1,0.0191109050065279,0.9539087211929508
mmlu-pro,0.225,1.0,0.0,0.0,0.75,2,0.019094381481409073,0.9493899683687302
mmlu-pro,0.225,1.0,0.0,0.0,0.75,3,0.019090551882982254,0.946678716674198
mmlu-pro,0.225,1.0,0.0,0.0,0.75,4,0.019118238240480423,0.9566199728874831
mmlu-pro,0.225,1.0,0.0,0.0,0.75,5,0.019083254039287567,0.9539087211929508
mmlu-pro,0.225,1.0,0.0,0.0,0.75,6,0.01911282166838646,0.9493899683687302
mmlu-pro,0.225,1.0,0.0,0.0,0.75,7,0.019110126420855522,0.9457749661093539
mmlu-pro,0.225,1.0,0.0,0.0,0.75,8,0.019107433035969734,0.9453230908269318
mmlu-pro,0.225,1.0,0.0,0.0,0.75,9,0.019091269001364708,0.9552643470402169
mmlu-pro,0.225,1.0,0.0,0.0,0.75,10,0.019086189568042755,0.9448712155445097
mmlu-pro,0.225,1.0,0.0,0.0,0.75,11,0.01911015436053276,0.9457749661093539
mmlu-pro,0.225,1.0,0.0,0.0,0.75,12,0.01908847503364086,0.9543605964753729
mmlu-pro,0.225,1.0,0.0,0.0,0.75,13,0.019100336357951164,0.9448712155445097
mmlu-pro,0.225,1.0,0.0,0.0,0.75,14,0.0191021878272295,0.9507455942159965
mmlu-pro,0.225,1.0,0.0,0.0,0.75,15,0.01909300498664379,0.9484862178038862
mmlu-pro,0.225,1.0,0.0,0.0,0.75,16,0.01909497380256653,0.9525530953456847
mmlu-pro,0.225,1.0,0.0,0.0,0.75,17,0.019108356907963753,0.9462268413917759
mmlu-pro,0.225,1.0,0.0,0.0,0.75,18,0.01908068358898163,0.9511974694984184
mmlu-pro,0.225,1.0,0.0,0.0,0.75,19,0.019106775522232056,0.9493899683687302
mmlu-pro,0.225,1.0,0.0,0.0,0.75,20,0.01909845881164074,0.9421599638499775
mmlu-pro,0.225,1.0,0.0,0.0,0.75,21,0.01911414973437786,0.9579755987347492
mmlu-pro,0.225,1.0,0.0,0.0,0.75,22,0.0191182903945446,0.9502937189335744
mmlu-pro,0.225,1.0,0.0,0.0,0.75,23,0.019097426906228065,0.947582467239042
mmlu-pro,0.225,1.0,0.0,0.0,0.75,24,0.019101401790976524,0.9548124717577949
mmlu-pro,0.225,1.0,0.0,0.0,0.75,25,0.019117234274744987,0.9521012200632626
mmlu-pro,0.225,1.0,0.0,0.0,0.75,26,0.0191019456833601,0.9484862178038862
mmlu-pro,0.225,1.0,0.0,0.0,0.75,27,0.019092952832579613,0.9543605964753729
mmlu-pro,0.225,1.0,0.0,0.0,0.75,28,0.01910088025033474,0.947582467239042
mmlu-pro,0.225,1.0,0.0,0.0,0.75,29,0.019117869436740875,0.9566199728874831
mmlu-pro,0.225,1.0,0.0,0.0,0.75,30,0.01911275088787079,0.9498418436511523
mmlu-pro,0.225,1.0,0.0,0.0,0.75,31,0.019122550264000893,0.94713059195662
mmlu-pro,0.225,1.0,0.0,0.0,0.75,32,0.019122539088129997,0.9507455942159965
mmlu-pro,0.225,1.0,0.0,0.0,0.75,33,0.01909823901951313,0.946678716674198
mmlu-pro,0.225,1.0,0.0,0.0,0.75,34,0.01911303959786892,0.9548124717577949
mmlu-pro,0.225,1.0,0.0,0.0,0.75,35,0.019116029143333435,0.9326705829191143
mmlu-pro,0.225,1.0,0.0,0.0,0.75,36,0.019095342606306076,0.9534568459105287
mmlu-pro,0.225,1.0,0.0,0.0,0.75,37,0.019101900979876518,0.9507455942159965
mmlu-pro,0.225,1.0,0.0,0.0,0.75,38,0.01911953091621399,0.9507455942159965
mmlu-pro,0.225,1.0,0.0,0.0,0.75,39,0.019125699996948242,0.9421599638499775
mmlu-pro,0.225,1.0,0.0,0.0,0.75,40,0.019115207716822624,0.9417080885675554
mmlu-pro,0.225,1.0,0.0,0.0,0.75,41,0.019100544974207878,0.9412562132851333
mmlu-pro,0.225,1.0,0.0,0.0,0.75,42,0.019113704562187195,0.9412562132851333
mmlu-pro,0.225,1.0,0.0,0.0,0.75,43,0.019106991589069366,0.9462268413917759
mmlu-pro,0.225,1.0,0.0,0.0,0.75,44,0.0191025547683239,0.9480343425214641
mmlu-pro,0.225,1.0,0.0,0.0,0.75,45,0.01910032145678997,0.9498418436511523
mmlu-pro,0.225,1.0,0.0,0.0,0.75,46,0.019099989905953407,0.9584274740171713
mmlu-pro,0.225,1.0,0.0,0.0,0.75,47,0.019089851528406143,0.9480343425214641
mmlu-pro,0.225,1.0,0.0,0.0,0.75,48,0.019105244427919388,0.9489380930863082
mmlu-pro,0.225,1.0,0.0,0.0,0.75,49,0.019110675901174545,0.9502937189335744
mmlu-pro,0.225,1.0,0.0,0.0,0.75,50,0.019112594425678253,0.9534568459105287
mmlu-pro,0.225,1.0,0.0,0.0,0.75,51,0.019092675298452377,0.9435155896972436
mmlu-pro,0.225,1.0,0.0,0.0,0.75,52,0.01911238767206669,0.947582467239042
mmlu-pro,0.225,1.0,0.0,0.0,0.75,53,0.019099945202469826,0.9444193402620877
mmlu-pro,0.225,1.0,0.0,0.0,0.75,54,0.019133461639285088,0.9435155896972436
mmlu-pro,0.225,1.0,0.0,0.0,0.75,55,0.019120337441563606,0.938996836873023
mmlu-pro,0.225,1.0,0.0,0.0,0.75,56,0.01911468803882599,0.9575237234523272
mmlu-pro,0.225,1.0,0.0,0.0,0.75,57,0.019107751548290253,0.956168097605061
mmlu-pro,0.225,1.0,0.0,0.0,0.75,58,0.01911327801644802,0.9521012200632626
mmlu-pro,0.225,1.0,0.0,0.0,0.75,59,0.019099799916148186,0.9462268413917759
mmlu-pro,0.225,1.0,0.0,0.0,0.75,60,0.019098352640867233,0.9588793492995934
mmlu-pro,0.225,1.0,0.0,0.0,0.75,61,0.019089289009571075,0.956168097605061
mmlu-pro,0.225,1.0,0.0,0.0,0.75,62,0.019105693325400352,0.9430637144148215
mmlu-pro,0.225,1.0,0.0,0.0,0.75,63,0.01912200264632702,0.9462268413917759
mmlu-pro,0.225,1.0,0.0,0.0,0.75,64,0.019099395722150803,0.94713059195662
mmlu-pro,0.225,1.0,0.0,0.0,0.75,65,0.019109057262539864,0.9403524627202893
mmlu-pro,0.225,1.0,0.0,0.0,0.75,66,0.01910555735230446,0.9516493447808405
mmlu-pro,0.225,1.0,0.0,0.0,0.75,67,0.0191037580370903,0.9493899683687302
mmlu-pro,0.225,1.0,0.0,0.0,0.75,68,0.019112978130578995,0.9521012200632626
mmlu-pro,0.225,1.0,0.0,0.0,0.75,69,0.019093627110123634,0.956168097605061
mmlu-pro,0.225,1.0,0.0,0.0,0.75,70,0.019111433997750282,0.9453230908269318
mmlu-pro,0.225,1.0,0.0,0.0,0.75,71,0.019106434658169746,0.9462268413917759
mmlu-pro,0.225,1.0,0.0,0.0,0.75,72,0.019121631979942322,0.9371893357433349
