dataset,n_full_obs,mcar_obs_prob,prop_budget,tau,seed,N_B,N_labels,mean_width,coverage
mmlu-pro,0,0.0001,0.475,0.25,68,5715,5670.27001953125,0.01917784847319126,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.25,69,5715,5671.677734375,0.019196271896362305,0.9539087211929508
mmlu-pro,0,0.0001,0.475,0.25,70,5715,5671.77587890625,0.01919485814869404,0.9448712155445097
mmlu-pro,0,0.0001,0.475,0.25,71,5715,5672.46826171875,0.01920287124812603,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.25,72,5715,5671.173828125,0.01919849030673504,0.9480343425214641
mmlu-pro,0,0.0001,0.475,0.25,73,5715,5670.80419921875,0.019201189279556274,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.25,74,5715,5671.6396484375,0.01918662339448929,0.9489380930863082
mmlu-pro,0,0.0001,0.475,0.25,75,5715,5671.0126953125,0.019186485558748245,0.9480343425214641
mmlu-pro,0,0.0001,0.475,0.25,76,5715,5671.81591796875,0.01920180581510067,0.9543605964753729
mmlu-pro,0,0.0001,0.475,0.25,77,5715,5672.3486328125,0.019215738400816917,0.9498418436511523
mmlu-pro,0,0.0001,0.475,0.25,78,5715,5671.478515625,0.01920538768172264,0.946678716674198
mmlu-pro,0,0.0001,0.475,0.25,79,5715,5671.75244140625,0.019201645627617836,0.9521012200632626
mmlu-pro,0,0.0001,0.475,0.25,80,5715,5672.66552734375,0.019201768562197685,0.9426118391323995
mmlu-pro,0,0.0001,0.475,0.25,81,5715,5671.49853515625,0.01921175606548786,0.9435155896972436
mmlu-pro,0,0.0001,0.475,0.25,82,5715,5670.666015625,0.01920253410935402,0.9480343425214641
mmlu-pro,0,0.0001,0.475,0.25,83,5715,5671.5087890625,0.019204620271921158,0.9502937189335744
mmlu-pro,0,0.0001,0.475,0.25,84,5715,5671.1455078125,0.019189411774277687,0.9489380930863082
mmlu-pro,0,0.0001,0.475,0.25,85,5715,5673.42138671875,0.019207395613193512,0.9543605964753729
mmlu-pro,0,0.0001,0.475,0.25,86,5715,5673.5595703125,0.019219927489757538,0.9516493447808405
mmlu-pro,0,0.0001,0.475,0.25,87,5715,5671.740234375,0.01918548159301281,0.956168097605061
mmlu-pro,0,0.0001,0.475,0.25,88,5715,5671.15576171875,0.01919505186378956,0.9521012200632626
mmlu-pro,0,0.0001,0.475,0.25,89,5715,5672.44482421875,0.01918906345963478,0.9462268413917759
mmlu-pro,0,0.0001,0.475,0.25,90,5715,5671.6337890625,0.01919815130531788,0.9435155896972436
mmlu-pro,0,0.0001,0.475,0.25,91,5715,5672.07275390625,0.019201047718524933,0.9493899683687302
mmlu-pro,0,0.0001,0.475,0.25,92,5715,5670.56201171875,0.019197752699255943,0.9421599638499775
mmlu-pro,0,0.0001,0.475,0.25,93,5715,5672.794921875,0.019194068387150764,0.9498418436511523
mmlu-pro,0,0.0001,0.475,0.25,94,5715,5671.1435546875,0.01920306496322155,0.9349299593312246
mmlu-pro,0,0.0001,0.475,0.25,95,5715,5671.328125,0.019196467474102974,0.9453230908269318
mmlu-pro,0,0.0001,0.475,0.25,96,5715,5671.56982421875,0.019199607893824577,0.9566199728874831
mmlu-pro,0,0.0001,0.475,0.25,97,5715,5670.47900390625,0.01920032501220703,0.946678716674198
mmlu-pro,0,0.0001,0.475,0.25,98,5715,5670.63671875,0.019197214394807816,0.94713059195662
mmlu-pro,0,0.0001,0.475,0.25,99,5715,5672.4658203125,0.019205143675208092,0.9412562132851333
mmlu-pro,0,0.0001,0.475,0.5,0,5715,5672.3583984375,0.019032003358006477,0.9430637144148215
mmlu-pro,0,0.0001,0.475,0.5,1,5715,5671.2021484375,0.01902763545513153,0.9453230908269318
mmlu-pro,0,0.0001,0.475,0.5,2,5715,5671.96728515625,0.01902589201927185,0.9484862178038862
mmlu-pro,0,0.0001,0.475,0.5,3,5715,5671.205078125,0.01902598701417446,0.94713059195662
mmlu-pro,0,0.0001,0.475,0.5,4,5715,5671.85009765625,0.019022472202777863,0.9521012200632626
mmlu-pro,0,0.0001,0.475,0.5,5,5715,5672.6748046875,0.019029369577765465,0.9498418436511523
mmlu-pro,0,0.0001,0.475,0.5,6,5715,5672.2060546875,0.019024569541215897,0.956168097605061
mmlu-pro,0,0.0001,0.475,0.5,7,5715,5672.96923828125,0.019033407792448997,0.9584274740171713
mmlu-pro,0,0.0001,0.475,0.5,8,5715,5672.12451171875,0.0190348569303751,0.9444193402620877
mmlu-pro,0,0.0001,0.475,0.5,9,5715,5672.28271484375,0.0190266165882349,0.9502937189335744
mmlu-pro,0,0.0001,0.475,0.5,10,5715,5673.35791015625,0.01903492771089077,0.9417080885675554
mmlu-pro,0,0.0001,0.475,0.5,11,5715,5671.45703125,0.01901870034635067,0.94713059195662
mmlu-pro,0,0.0001,0.475,0.5,12,5715,5673.28369140625,0.01903541013598442,0.9548124717577949
mmlu-pro,0,0.0001,0.475,0.5,13,5715,5672.56005859375,0.01902945153415203,0.9453230908269318
mmlu-pro,0,0.0001,0.475,0.5,14,5715,5670.97900390625,0.019028736278414726,0.9534568459105287
mmlu-pro,0,0.0001,0.475,0.5,15,5715,5671.18115234375,0.019023269414901733,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.5,16,5715,5672.16455078125,0.019029241055250168,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.5,17,5715,5674.1298828125,0.01904122345149517,0.9548124717577949
mmlu-pro,0,0.0001,0.475,0.5,18,5715,5670.5478515625,0.019012650474905968,0.9493899683687302
mmlu-pro,0,0.0001,0.475,0.5,19,5715,5671.74951171875,0.019025711342692375,0.956168097605061
mmlu-pro,0,0.0001,0.475,0.5,20,5715,5671.7138671875,0.01903633587062359,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.5,21,5715,5672.451171875,0.019030515104532242,0.9534568459105287
mmlu-pro,0,0.0001,0.475,0.5,22,5715,5672.66357421875,0.019027257338166237,0.9516493447808405
mmlu-pro,0,0.0001,0.475,0.5,23,5715,5672.35302734375,0.019028229638934135,0.9444193402620877
mmlu-pro,0,0.0001,0.475,0.5,24,5715,5672.4765625,0.019023055210709572,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.5,25,5715,5671.5078125,0.01902814395725727,0.9593312245820154
mmlu-pro,0,0.0001,0.475,0.5,26,5715,5671.2578125,0.019023016095161438,0.9493899683687302
mmlu-pro,0,0.0001,0.475,0.5,27,5715,5672.380859375,0.01902705989778042,0.9530049706281066
mmlu-pro,0,0.0001,0.475,0.5,28,5715,5670.59130859375,0.019027112051844597,0.9489380930863082
mmlu-pro,0,0.0001,0.475,0.5,29,5715,5672.30322265625,0.019023338332772255,0.9448712155445097
mmlu-pro,0,0.0001,0.475,0.5,30,5715,5671.95654296875,0.01902756467461586,0.9457749661093539
mmlu-pro,0,0.0001,0.475,0.5,31,5715,5672.5068359375,0.01903228461742401,0.956168097605061
mmlu-pro,0,0.0001,0.475,0.5,32,5715,5672.43115234375,0.019037144258618355,0.9502937189335744
mmlu-pro,0,0.0001,0.475,0.5,33,5715,5671.95068359375,0.01903592050075531,0.9489380930863082
mmlu-pro,0,0.0001,0.475,0.5,34,5715,5672.76708984375,0.019031180068850517,0.9539087211929508
mmlu-pro,0,0.0001,0.475,0.5,35,5715,5671.83154296875,0.019019339233636856,0.9489380930863082
mmlu-pro,0,0.0001,0.475,0.5,36,5715,5672.1875,0.019034048542380333,0.9539087211929508
mmlu-pro,0,0.0001,0.475,0.5,37,5715,5671.6171875,0.01902233064174652,0.946678716674198
mmlu-pro,0,0.0001,0.475,0.5,38,5715,5671.6123046875,0.019026542082428932,0.9417080885675554
mmlu-pro,0,0.0001,0.475,0.5,39,5715,5670.544921875,0.019024871289730072,0.9552643470402169
mmlu-pro,0,0.0001,0.475,0.5,40,5715,5672.00341796875,0.019026275724172592,0.9552643470402169
mmlu-pro,0,0.0001,0.475,0.5,41,5715,5673.0517578125,0.019030040130019188,0.946678716674198
mmlu-pro,0,0.0001,0.475,0.5,42,5715,5673.35009765625,0.019035566598176956,0.9448712155445097
mmlu-pro,0,0.0001,0.475,0.5,43,5715,5672.376953125,0.0190202035009861,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.5,44,5715,5671.49169921875,0.0190297719091177,0.9498418436511523
mmlu-pro,0,0.0001,0.475,0.5,45,5715,5670.990234375,0.019017217680811882,0.9543605964753729
mmlu-pro,0,0.0001,0.475,0.5,46,5715,5671.3662109375,0.019025681540369987,0.9543605964753729
mmlu-pro,0,0.0001,0.475,0.5,47,5715,5672.5947265625,0.019036252051591873,0.94713059195662
mmlu-pro,0,0.0001,0.475,0.5,48,5715,5671.8681640625,0.019020913168787956,0.9511974694984184
mmlu-pro,0,0.0001,0.475,0.5,49,5715,5671.6552734375,0.01902783289551735,0.9489380930863082
mmlu-pro,0,0.0001,0.475,0.5,50,5715,5672.4931640625,0.019026700407266617,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.5,51,5715,5672.3662109375,0.019030340015888214,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.5,52,5715,5671.88916015625,0.019031109288334846,0.9484862178038862
mmlu-pro,0,0.0001,0.475,0.5,53,5715,5672.39453125,0.01903545670211315,0.956168097605061
mmlu-pro,0,0.0001,0.475,0.5,54,5715,5672.21240234375,0.019030200317502022,0.9534568459105287
mmlu-pro,0,0.0001,0.475,0.5,55,5715,5671.966796875,0.01902383379638195,0.9539087211929508
mmlu-pro,0,0.0001,0.475,0.5,56,5715,5671.412109375,0.019024092704057693,0.9444193402620877
mmlu-pro,0,0.0001,0.475,0.5,57,5715,5670.8388671875,0.019028570502996445,0.9480343425214641
mmlu-pro,0,0.0001,0.475,0.5,58,5715,5671.78662109375,0.019021792337298393,0.9602349751468595
mmlu-pro,0,0.0001,0.475,0.5,59,5715,5671.05908203125,0.01902538537979126,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.5,60,5715,5672.7490234375,0.0190254095941782,0.9493899683687302
mmlu-pro,0,0.0001,0.475,0.5,61,5715,5672.23095703125,0.019030101597309113,0.94713059195662
mmlu-pro,0,0.0001,0.475,0.5,62,5715,5671.67431640625,0.019020142033696175,0.9543605964753729
mmlu-pro,0,0.0001,0.475,0.5,63,5715,5672.79638671875,0.0190267376601696,0.9493899683687302
mmlu-pro,0,0.0001,0.475,0.5,64,5715,5671.65771484375,0.019032131880521774,0.9435155896972436
mmlu-pro,0,0.0001,0.475,0.5,65,5715,5671.4658203125,0.019021764397621155,0.9588793492995934
mmlu-pro,0,0.0001,0.475,0.5,66,5715,5671.4248046875,0.019030822440981865,0.9484862178038862
mmlu-pro,0,0.0001,0.475,0.5,67,5715,5671.17236328125,0.019033385440707207,0.9444193402620877
mmlu-pro,0,0.0001,0.475,0.5,68,5715,5670.44873046875,0.01901513896882534,0.9516493447808405
mmlu-pro,0,0.0001,0.475,0.5,69,5715,5671.8662109375,0.019028153270483017,0.9511974694984184
mmlu-pro,0,0.0001,0.475,0.5,70,5715,5671.9306640625,0.019025040790438652,0.946678716674198
mmlu-pro,0,0.0001,0.475,0.5,71,5715,5672.6572265625,0.019031086936593056,0.9511974694984184
mmlu-pro,0,0.0001,0.475,0.5,72,5715,5671.33544921875,0.01902652345597744,0.9489380930863082
mmlu-pro,0,0.0001,0.475,0.5,73,5715,5670.962890625,0.019026268273591995,0.9489380930863082
mmlu-pro,0,0.0001,0.475,0.5,74,5715,5671.80810546875,0.019019966945052147,0.9502937189335744
mmlu-pro,0,0.0001,0.475,0.5,75,5715,5671.18701171875,0.019022958353161812,0.9521012200632626
mmlu-pro,0,0.0001,0.475,0.5,76,5715,5672.0078125,0.019028615206480026,0.9521012200632626
mmlu-pro,0,0.0001,0.475,0.5,77,5715,5672.509765625,0.019038375467061996,0.9484862178038862
mmlu-pro,0,0.0001,0.475,0.5,78,5715,5671.6552734375,0.019031107425689697,0.9426118391323995
mmlu-pro,0,0.0001,0.475,0.5,79,5715,5671.93603515625,0.019029583781957626,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.5,80,5715,5672.88232421875,0.019029945135116577,0.9448712155445097
mmlu-pro,0,0.0001,0.475,0.5,81,5715,5671.6923828125,0.019033310934901237,0.9462268413917759
mmlu-pro,0,0.0001,0.475,0.5,82,5715,5670.87353515625,0.01902860961854458,0.94713059195662
mmlu-pro,0,0.0001,0.475,0.5,83,5715,5671.69775390625,0.01903357356786728,0.9511974694984184
mmlu-pro,0,0.0001,0.475,0.5,84,5715,5671.328125,0.019020672887563705,0.9444193402620877
mmlu-pro,0,0.0001,0.475,0.5,85,5715,5673.6328125,0.019032955169677734,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.5,86,5715,5673.7412109375,0.019040988758206367,0.9484862178038862
mmlu-pro,0,0.0001,0.475,0.5,87,5715,5671.923828125,0.019019363448023796,0.9552643470402169
mmlu-pro,0,0.0001,0.475,0.5,88,5715,5671.36279296875,0.01902627944946289,0.9534568459105287
mmlu-pro,0,0.0001,0.475,0.5,89,5715,5672.61083984375,0.019021624699234962,0.9430637144148215
mmlu-pro,0,0.0001,0.475,0.5,90,5715,5671.8046875,0.019026093184947968,0.9448712155445097
mmlu-pro,0,0.0001,0.475,0.5,91,5715,5672.23681640625,0.019025668501853943,0.9511974694984184
mmlu-pro,0,0.0001,0.475,0.5,92,5715,5670.712890625,0.019025316461920738,0.9489380930863082
mmlu-pro,0,0.0001,0.475,0.5,93,5715,5672.9853515625,0.01902233064174652,0.9462268413917759
mmlu-pro,0,0.0001,0.475,0.5,94,5715,5671.33984375,0.019029926508665085,0.9335743334839585
mmlu-pro,0,0.0001,0.475,0.5,95,5715,5671.51220703125,0.01902596652507782,0.9430637144148215
mmlu-pro,0,0.0001,0.475,0.5,96,5715,5671.74462890625,0.019028205424547195,0.9588793492995934
mmlu-pro,0,0.0001,0.475,0.5,97,5715,5670.6796875,0.019025901332497597,0.9453230908269318
mmlu-pro,0,0.0001,0.475,0.5,98,5715,5670.8310546875,0.01902591623365879,0.9489380930863082
mmlu-pro,0,0.0001,0.475,0.5,99,5715,5672.6474609375,0.0190317090600729,0.9448712155445097
mmlu-pro,0,0.0001,0.475,0.75,0,5715,5672.92724609375,0.01896119862794876,0.9403524627202893
mmlu-pro,0,0.0001,0.475,0.75,1,5715,5671.74951171875,0.018955782055854797,0.947582467239042
mmlu-pro,0,0.0001,0.475,0.75,2,5715,5672.4892578125,0.01895514875650406,0.9484862178038862
mmlu-pro,0,0.0001,0.475,0.75,3,5715,5671.76904296875,0.018953939899802208,0.9439674649796657
mmlu-pro,0,0.0001,0.475,0.75,4,5715,5672.4013671875,0.018952209502458572,0.947582467239042
mmlu-pro,0,0.0001,0.475,0.75,5,5715,5673.19189453125,0.018958089873194695,0.9543605964753729
mmlu-pro,0,0.0001,0.475,0.75,6,5715,5672.75537109375,0.018955882638692856,0.9530049706281066
mmlu-pro,0,0.0001,0.475,0.75,7,5715,5673.4873046875,0.01896044798195362,0.9597830998644374
mmlu-pro,0,0.0001,0.475,0.75,8,5715,5672.66748046875,0.01896008849143982,0.9444193402620877
mmlu-pro,0,0.0001,0.475,0.75,9,5715,5672.837890625,0.018956197425723076,0.9516493447808405
mmlu-pro,0,0.0001,0.475,0.75,10,5715,5673.896484375,0.018962988629937172,0.9439674649796657
mmlu-pro,0,0.0001,0.475,0.75,11,5715,5671.9892578125,0.018947618082165718,0.9439674649796657
mmlu-pro,0,0.0001,0.475,0.75,12,5715,5673.79345703125,0.018961885944008827,0.9539087211929508
mmlu-pro,0,0.0001,0.475,0.75,13,5715,5673.0791015625,0.018957385793328285,0.94713059195662
mmlu-pro,0,0.0001,0.475,0.75,14,5715,5671.51318359375,0.018956786021590233,0.9521012200632626
mmlu-pro,0,0.0001,0.475,0.75,15,5715,5671.68359375,0.018952922895550728,0.955716222322639
mmlu-pro,0,0.0001,0.475,0.75,16,5715,5672.6572265625,0.018956992775201797,0.9493899683687302
mmlu-pro,0,0.0001,0.475,0.75,17,5715,5674.62548828125,0.01896541938185692,0.9530049706281066
mmlu-pro,0,0.0001,0.475,0.75,18,5715,5671.09130859375,0.01894531026482582,0.947582467239042
mmlu-pro,0,0.0001,0.475,0.75,19,5715,5672.3046875,0.018954318016767502,0.9516493447808405
mmlu-pro,0,0.0001,0.475,0.75,20,5715,5672.248046875,0.018962357193231583,0.9552643470402169
mmlu-pro,0,0.0001,0.475,0.75,21,5715,5672.982421875,0.01895921863615513,0.9511974694984184
mmlu-pro,0,0.0001,0.475,0.75,22,5715,5673.1962890625,0.018956979736685753,0.9516493447808405
mmlu-pro,0,0.0001,0.475,0.75,23,5715,5672.90771484375,0.0189563799649477,0.9444193402620877
mmlu-pro,0,0.0001,0.475,0.75,24,5715,5673.02197265625,0.0189534779638052,0.9484862178038862
mmlu-pro,0,0.0001,0.475,0.75,25,5715,5672.02880859375,0.01895475760102272,0.9602349751468595
mmlu-pro,0,0.0001,0.475,0.75,26,5715,5671.80712890625,0.01895155757665634,0.947582467239042
mmlu-pro,0,0.0001,0.475,0.75,27,5715,5672.947265625,0.018956968560814857,0.9552643470402169
mmlu-pro,0,0.0001,0.475,0.75,28,5715,5671.1298828125,0.018954670056700706,0.9511974694984184
mmlu-pro,0,0.0001,0.475,0.75,29,5715,5672.82177734375,0.018953360617160797,0.9453230908269318
mmlu-pro,0,0.0001,0.475,0.75,30,5715,5672.5068359375,0.018954426050186157,0.9439674649796657
mmlu-pro,0,0.0001,0.475,0.75,31,5715,5673.0732421875,0.018958406522870064,0.9543605964753729
mmlu-pro,0,0.0001,0.475,0.75,32,5715,5672.96435546875,0.01896207593381405,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.75,33,5715,5672.47998046875,0.018961014226078987,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.75,34,5715,5673.3125,0.018960384652018547,0.9552643470402169
mmlu-pro,0,0.0001,0.475,0.75,35,5715,5672.36328125,0.0189503226429224,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.75,36,5715,5672.73974609375,0.01896159164607525,0.9552643470402169
mmlu-pro,0,0.0001,0.475,0.75,37,5715,5672.16748046875,0.01895260438323021,0.947582467239042
mmlu-pro,0,0.0001,0.475,0.75,38,5715,5672.13330078125,0.018957361578941345,0.9399005874378672
mmlu-pro,0,0.0001,0.475,0.75,39,5715,5671.09326171875,0.018954915925860405,0.9539087211929508
mmlu-pro,0,0.0001,0.475,0.75,40,5715,5672.5458984375,0.018955307081341743,0.955716222322639
mmlu-pro,0,0.0001,0.475,0.75,41,5715,5673.607421875,0.01895875111222267,0.94713059195662
mmlu-pro,0,0.0001,0.475,0.75,42,5715,5673.90576171875,0.01896314136683941,0.9435155896972436
mmlu-pro,0,0.0001,0.475,0.75,43,5715,5672.90283203125,0.01895013637840748,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.75,44,5715,5672.00048828125,0.018956435844302177,0.9534568459105287
mmlu-pro,0,0.0001,0.475,0.75,45,5715,5671.5009765625,0.018949806690216064,0.9530049706281066
mmlu-pro,0,0.0001,0.475,0.75,46,5715,5671.8916015625,0.01895401068031788,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.75,47,5715,5673.13916015625,0.01896163634955883,0.9453230908269318
mmlu-pro,0,0.0001,0.475,0.75,48,5715,5672.4228515625,0.0189512949436903,0.9530049706281066
mmlu-pro,0,0.0001,0.475,0.75,49,5715,5672.1923828125,0.01895676925778389,0.946678716674198
mmlu-pro,0,0.0001,0.475,0.75,50,5715,5673.04296875,0.018954705446958542,0.9530049706281066
mmlu-pro,0,0.0001,0.475,0.75,51,5715,5672.8740234375,0.018957389518618584,0.9511974694984184
mmlu-pro,0,0.0001,0.475,0.75,52,5715,5672.43408203125,0.01895923726260662,0.9444193402620877
mmlu-pro,0,0.0001,0.475,0.75,53,5715,5672.9580078125,0.01896274834871292,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.75,54,5715,5672.7451171875,0.018957799300551414,0.9534568459105287
mmlu-pro,0,0.0001,0.475,0.75,55,5715,5672.48095703125,0.018955139443278313,0.9498418436511523
mmlu-pro,0,0.0001,0.475,0.75,56,5715,5671.951171875,0.01895364187657833,0.9439674649796657
mmlu-pro,0,0.0001,0.475,0.75,57,5715,5671.3857421875,0.018955985084176064,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.75,58,5715,5672.29248046875,0.01895356923341751,0.9602349751468595
mmlu-pro,0,0.0001,0.475,0.75,59,5715,5671.62255859375,0.018954060971736908,0.94713059195662
mmlu-pro,0,0.0001,0.475,0.75,60,5715,5673.30517578125,0.018954657018184662,0.9521012200632626
mmlu-pro,0,0.0001,0.475,0.75,61,5715,5672.82177734375,0.018957655876874924,0.9462268413917759
mmlu-pro,0,0.0001,0.475,0.75,62,5715,5672.21240234375,0.018951281905174255,0.9543605964753729
mmlu-pro,0,0.0001,0.475,0.75,63,5715,5673.3408203125,0.0189569890499115,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.75,64,5715,5672.21923828125,0.01895858906209469,0.9448712155445097
mmlu-pro,0,0.0001,0.475,0.75,65,5715,5672.00732421875,0.01895211450755596,0.9606868504292816
mmlu-pro,0,0.0001,0.475,0.75,66,5715,5671.97119140625,0.018958410248160362,0.9448712155445097
mmlu-pro,0,0.0001,0.475,0.75,67,5715,5671.70654296875,0.018959548324346542,0.9453230908269318
mmlu-pro,0,0.0001,0.475,0.75,68,5715,5671.009765625,0.018945768475532532,0.9525530953456847
mmlu-pro,0,0.0001,0.475,0.75,69,5715,5672.453125,0.0189560204744339,0.9493899683687302
mmlu-pro,0,0.0001,0.475,0.75,70,5715,5672.4560546875,0.018954215571284294,0.9444193402620877
mmlu-pro,0,0.0001,0.475,0.75,71,5715,5673.228515625,0.018959395587444305,0.9457749661093539
mmlu-pro,0,0.0001,0.475,0.75,72,5715,5671.8603515625,0.01895601861178875,0.9511974694984184
mmlu-pro,0,0.0001,0.475,0.75,73,5715,5671.48388671875,0.018954962491989136,0.9457749661093539
mmlu-pro,0,0.0001,0.475,0.75,74,5715,5672.3701171875,0.018950026482343674,0.9507455942159965
mmlu-pro,0,0.0001,0.475,0.75,75,5715,5671.7421875,0.01895240694284439,0.9493899683687302
mmlu-pro,0,0.0001,0.475,0.75,76,5715,5672.537109375,0.01895698346197605,0.9534568459105287
mmlu-pro,0,0.0001,0.475,0.75,77,5715,5673.04296875,0.018964333459734917,0.9480343425214641
mmlu-pro,0,0.0001,0.475,0.75,78,5715,5672.19970703125,0.018958570435643196,0.94713059195662
mmlu-pro,0,0.0001,0.475,0.75,79,5715,5672.466796875,0.018957411870360374,0.9498418436511523
mmlu-pro,0,0.0001,0.475,0.75,80,5715,5673.41455078125,0.018957393243908882,0.9426118391323995
mmlu-pro,0,0.0001,0.475,0.75,81,5715,5672.220703125,0.01896001398563385,0.9444193402620877
mmlu-pro,0,0.0001,0.475,0.75,82,5715,5671.41259765625,0.018956715241074562,0.9457749661093539
mmlu-pro,0,0.0001,0.475,0.75,83,5715,5672.2236328125,0.018961822614073753,0.9480343425214641
mmlu-pro,0,0.0001,0.475,0.75,84,5715,5671.88134765625,0.01895199529826641,0.9480343425214641
mmlu-pro,0,0.0001,0.475,0.75,85,5715,5674.16748046875,0.01895996183156967,0.9552643470402169
mmlu-pro,0,0.0001,0.475,0.75,86,5715,5674.25830078125,0.01896669901907444,0.9493899683687302
mmlu-pro,0,0.0001,0.475,0.75,87,5715,5672.44189453125,0.018949836492538452,0.9548124717577949
mmlu-pro,0,0.0001,0.475,0.75,88,5715,5671.90625,0.01895405538380146,0.9539087211929508
mmlu-pro,0,0.0001,0.475,0.75,89,5715,5673.15234375,0.018952274695038795,0.9448712155445097
mmlu-pro,0,0.0001,0.475,0.75,90,5715,5672.33544921875,0.018956400454044342,0.9435155896972436
mmlu-pro,0,0.0001,0.475,0.75,91,5715,5672.73828125,0.01895478367805481,0.9539087211929508
mmlu-pro,0,0.0001,0.475,0.75,92,5715,5671.27734375,0.018952781334519386,0.9448712155445097
mmlu-pro,0,0.0001,0.475,0.75,93,5715,5673.47021484375,0.01895259879529476,0.946678716674198
mmlu-pro,0,0.0001,0.475,0.75,94,5715,5671.8544921875,0.018957627937197685,0.9335743334839585
mmlu-pro,0,0.0001,0.475,0.75,95,5715,5672.078125,0.01895519345998764,0.9412562132851333
mmlu-pro,0,0.0001,0.475,0.75,96,5715,5672.25048828125,0.018956083804368973,0.9588793492995934
mmlu-pro,0,0.0001,0.475,0.75,97,5715,5671.1884765625,0.018955277279019356,0.9426118391323995
mmlu-pro,0,0.0001,0.475,0.75,98,5715,5671.390625,0.018956393003463745,0.9511974694984184
mmlu-pro,0,0.0001,0.475,0.75,99,5715,5673.1826171875,0.01895904541015625,0.946678716674198
mmlu-pro,0,0.0001,0.5,0.05,0,6016,5973.150390625,0.020149247720837593,0.9430637144148215
mmlu-pro,0,0.0001,0.5,0.05,1,6016,5972.3671875,0.020180774852633476,0.947582467239042
mmlu-pro,0,0.0001,0.5,0.05,2,6016,5972.79638671875,0.02012161910533905,0.9534568459105287
mmlu-pro,0,0.0001,0.5,0.05,3,6016,5971.68896484375,0.020126160234212875,0.9525530953456847
mmlu-pro,0,0.0001,0.5,0.05,4,6016,5972.10693359375,0.020104175433516502,0.9480343425214641
mmlu-pro,0,0.0001,0.5,0.05,5,6016,5973.64892578125,0.020111873745918274,0.9543605964753729
mmlu-pro,0,0.0001,0.5,0.05,6,6016,5973.30029296875,0.02015654928982258,0.9521012200632626
mmlu-pro,0,0.0001,0.5,0.05,7,6016,5973.6552734375,0.02014833316206932,0.9624943515589698
mmlu-pro,0,0.0001,0.5,0.05,8,6016,5972.50634765625,0.020247701555490494,0.9552643470402169
mmlu-pro,0,0.0001,0.5,0.05,9,6016,5973.47900390625,0.020100295543670654,0.956168097605061
mmlu-pro,0,0.0001,0.5,0.05,10,6016,5973.8974609375,0.020191200077533722,0.9566199728874831
mmlu-pro,0,0.0001,0.5,0.05,11,6016,5972.50341796875,0.02011610008776188,0.9493899683687302
mmlu-pro,0,0.0001,0.5,0.05,12,6016,5973.8720703125,0.020119402557611465,0.9624943515589698
mmlu-pro,0,0.0001,0.5,0.05,13,6016,5973.11572265625,0.02014194242656231,0.9566199728874831
mmlu-pro,0,0.0001,0.5,0.05,14,6016,5971.96728515625,0.020191272720694542,0.9489380930863082
mmlu-pro,0,0.0001,0.5,0.05,15,6016,5971.89404296875,0.02007286809384823,0.9498418436511523
mmlu-pro,0,0.0001,0.5,0.05,16,6016,5972.10302734375,0.020174777135252953,0.9552643470402169
mmlu-pro,0,0.0001,0.5,0.05,17,6016,5974.52734375,0.02019469253718853,0.9480343425214641
mmlu-pro,0,0.0001,0.5,0.05,18,6016,5971.212890625,0.020057829096913338,0.9511974694984184
mmlu-pro,0,0.0001,0.5,0.05,19,6016,5972.35205078125,0.02013852633535862,0.9570718481699051
mmlu-pro,0,0.0001,0.5,0.05,20,6016,5972.35302734375,0.020265936851501465,0.9480343425214641
mmlu-pro,0,0.0001,0.5,0.05,21,6016,5972.806640625,0.02015308290719986,0.9511974694984184
mmlu-pro,0,0.0001,0.5,0.05,22,6016,5973.33447265625,0.020070478320121765,0.9566199728874831
mmlu-pro,0,0.0001,0.5,0.05,23,6016,5972.98486328125,0.020171288400888443,0.9444193402620877
mmlu-pro,0,0.0001,0.5,0.05,24,6016,5973.63134765625,0.02012063004076481,0.9521012200632626
mmlu-pro,0,0.0001,0.5,0.05,25,6016,5972.1611328125,0.020121190696954727,0.9530049706281066
mmlu-pro,0,0.0001,0.5,0.05,26,6016,5972.62060546875,0.02013213373720646,0.9543605964753729
mmlu-pro,0,0.0001,0.5,0.05,27,6016,5972.67919921875,0.020131167024374008,0.9516493447808405
